Andrii_trial_4
Date:,2020/08/03
Time:,15:38:05
Type:,muscu_imu
Description:,""
Notes:,"Trial3_Improvisation"

TRAJECTORIES
100.000000,Hz
,R_shoulder1,,,R_elbow2,,,R_wrist3
Field #,X,Y,Z,X,Y,Z,X,Y,Z
1209,287.227295,560.283875,430.419037,172.766632,366.252563,361.815186,114.974869,192.231155,305.807587
1210,289.858429,550.712219,431.035065,183.268631,352.475586,361.497559,132.708221,176.811356,304.846558
1211,292.824738,541.024292,431.684265,194.332962,339.151001,361.162567,151.251892,161.984818,303.546478
1212,296.424957,531.444519,432.015564,205.979660,326.118439,360.501678,170.372375,147.834686,302.219971
1213,299.752991,521.755981,432.496033,218.171707,313.268494,359.641174,190.008698,134.132599,300.667725
1214,303.864624,512.351379,432.797363,231.062393,300.858948,358.844788,210.316467,121.069313,298.867126
1215,308.168091,503.018158,432.901611,244.535675,288.783142,357.936218,231.127762,108.851547,296.921265
1216,313.057159,493.835175,433.069336,258.550812,277.440796,356.849213,252.449982,97.228485,294.909302
1217,317.819519,484.873413,433.099274,272.820709,266.362701,355.990936,274.076843,86.455017,293.165100
1218,323.247101,476.352448,432.850372,287.432129,256.049194,355.082245,296.245361,76.556488,291.219666
1219,328.900360,467.765778,432.771179,302.418030,246.369553,354.046417,318.564575,67.372475,289.509491
1220,334.818268,459.712402,432.418304,317.669708,237.405548,353.085999,341.159973,59.077850,287.915955
1221,340.476654,451.881012,432.117371,332.910919,228.919647,352.636230,363.973267,51.904335,286.926270
1222,346.749207,444.269623,431.796967,348.087341,221.241425,351.870880,386.636963,45.178970,285.832123
1223,353.022369,437.077881,431.325012,363.675720,214.121155,351.546082,409.563934,39.728371,285.302582
1224,359.487823,429.783966,430.912628,378.951050,207.480057,350.964081,431.952484,34.994343,284.944702
1225,365.870422,423.372833,430.558868,394.257111,201.526825,351.056030,454.506317,30.929136,284.926270
1226,372.259979,416.849274,430.459747,409.389679,196.238754,351.097321,476.805542,27.859390,285.211121
1227,378.628326,410.767853,430.368256,424.614349,191.489304,351.099548,499.004639,25.673286,285.588226
1228,385.143097,404.831238,430.377960,439.697266,187.195557,351.475128,521.219971,24.426992,286.505493
1229,391.777832,399.383881,430.503906,454.851776,183.672470,351.887573,543.144775,24.193316,287.695496
1230,398.470703,393.795502,430.627136,469.950409,180.792206,352.474457,564.643127,24.780357,289.217896
1231,405.138580,388.473633,431.062927,484.714813,178.561829,353.305359,586.173340,26.014278,291.148438
1232,411.744080,383.601929,431.395386,499.131226,176.794250,354.398071,607.126709,28.058161,293.210693
1233,418.401794,378.918854,431.654266,513.399658,175.752289,355.701782,627.558960,30.784431,295.779114
1234,424.631287,374.467957,432.197174,526.838440,174.939713,357.334259,647.361023,34.244755,298.726807
1235,430.749451,370.404144,432.813263,539.971497,174.420624,359.064026,666.336853,37.948997,301.808655
1236,436.641785,366.576752,433.297089,552.498535,174.358673,360.881348,684.881653,42.345493,305.218597
1237,442.612671,363.039001,433.940186,564.763550,174.654053,363.061890,702.795593,47.392246,308.967133
1238,448.022461,359.800354,434.720093,576.379028,175.220520,365.148499,720.095825,52.846184,313.183167
1239,453.329651,356.860687,435.520935,587.675659,176.139908,367.856781,736.761353,59.052036,317.506195
1240,458.527496,354.070679,436.238464,598.724121,177.461960,370.367279,752.579895,65.799522,322.343719
1241,463.485901,351.543091,437.134308,609.078979,179.021896,373.315887,767.996948,73.107086,327.663391
1242,468.493500,349.031372,438.288055,619.187073,181.102463,376.265564,782.400574,80.622871,333.282288
